what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352312625323
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1352312649089
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352312722014
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352316538579
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352316540337
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352316599074
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352316600278
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352316706139
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352316706876
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352316724383
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352316798429
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352316817328
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352324582569
