what,kind,bundleId,bundleVersion,description,time
opened,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1352274665819
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1352274666068
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1352274677560
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352274683907
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352274684558
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1352274684566
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352274685681
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352274686265
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1352274686291
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352274692261
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352274692814
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1352274692821
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352274696485
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352274698415
opened,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1352274700470
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1352274700562
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352274701379
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352274707741
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352274711776
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352274724148
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1352274730157
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352274740752
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352274754277
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1352274756344
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352274773875
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352274782695
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352274786147
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352274801562
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1352274804594
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352274808448
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352274813982
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1352274816979
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352274832797
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352274836219
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1352274850865
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352274852625
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352274861763
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1352274862598
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1352274867352
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1352308889426
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1352308889427
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1352308889428
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1352308889429
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1352308889429
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1352308889429
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1352308889429
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1352308889429
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1352308889430
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1352308889430
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1352308889430
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1352308889430
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1352308889430
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1352308889431
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1352308889431
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1352308889435
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1352308889437
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1352308889437
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1352308889438
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1352308889439
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1352308889439
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1352308889440
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1352308889440
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1352308889440
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1352308889441
